BEGIN_YEARMONTH,BEGIN_DAY,STATE,MONTH_NAME,EVENT_TYPE,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,BEGIN_LAT,BEGIN_LON,DATA_SOURCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,9,KANSAS,June,Tornado,6/9/2005 17:46,CST,6/9/2005 17:48,F1,0.8,20,,37.37,-100.23,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,9,KANSAS,June,Tornado,6/9/2005 17:55,CST,6/9/2005 18:06,F2,9.2,200,,37.32,-100.33,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,9,KANSAS,June,Tornado,6/9/2005 17:58,CST,6/9/2005 18:00,F0,1.2,50,,38.98,-99.55,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,9,KANSAS,June,Tornado,6/9/2005 18:14,CST,6/9/2005 18:16,F0,1.8,50,,39.02,-100.13,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,9,KANSAS,June,Tornado,6/9/2005 18:15,CST,6/9/2005 18:17,F0,1.8,30,,39.07,-99.55,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,3,KANSAS,June,Tornado,6/3/2005 11:58,CST,6/3/2005 12:05,F0,1.8,30,,38.42,-99.95,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,9,KANSAS,June,Tornado,6/9/2005 17:29,CST,6/9/2005 17:43,F1,8.2,100,,38.9,-99.78,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,3,KANSAS,June,Tornado,6/3/2005 12:05,CST,6/3/2005 12:06,F0,0.3,20,,38.37,-99.98,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,3,KANSAS,June,Tornado,6/3/2005 16:25,CST,6/3/2005 16:33,F1,2.2,100,,37.7,-101.37,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,3,KANSAS,June,Tornado,6/3/2005 16:33,CST,6/3/2005 16:37,F0,1.2,20,,37.75,-101.35,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,3,KANSAS,June,Tornado,6/3/2005 16:57,CST,6/3/2005 16:57,F0,0.2,10,,37.33,-101.18,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200507,3,KANSAS,July,Tornado,7/3/2005 12:30,CST,7/3/2005 12:31,F0,0.1,20,,38.6,-99.05,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,2,KANSAS,June,Tornado,6/2/2005 19:35,MST,6/2/2005 19:45,F1,3,75,,39.58,-101.8,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,16,KANSAS,June,Tornado,6/16/2005 17:45,CST,6/16/2005 17:52,F1,6.4,100,,37.48,-100.77,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,16,KANSAS,June,Tornado,6/16/2005 17:52,CST,6/16/2005 18:00,F1,4.1,75,,37.37,-100.7,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,4,KANSAS,June,Tornado,6/4/2005 15:18,CST,6/4/2005 15:26,F2,3,100,,39.77,-95.53,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,4,KANSAS,June,Tornado,6/4/2005 18:44,CST,6/4/2005 18:46,F0,1,50,,39.73,-94.9,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,4,KANSAS,June,Tornado,6/4/2005 16:30,CST,6/4/2005 16:30,F1,0.5,100,,39.23,-96.48,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,15,KANSAS,June,Tornado,6/15/2005 19:03,CST,6/15/2005 19:07,F0,2.5,50,,38.72,-99.9,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200506,15,KANSAS,June,Tornado,6/15/2005 19:04,CST,6/15/2005 19:07,F0,1.3,50,,38.78,-99.9,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200508,19,KANSAS,August,Tornado,8/19/2005 15:44,CST,8/19/2005 15:49,F1,4,110,,38.42,-98.7,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200508,19,KANSAS,August,Tornado,8/19/2005 15:46,CST,8/19/2005 15:47,F0,0.5,55,,38.53,-98.73,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509,5,KANSAS,September,Tornado,9/5/2005 18:26,MST,9/5/2005 18:30,F0,1,25,,38.78,-101.78,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509,13,KANSAS,September,Tornado,9/13/2005 17:22,CST,9/13/2005 17:22,F0,0.5,55,,37.48,-95.48,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509,13,KANSAS,September,Tornado,9/13/2005 17:38,CST,9/13/2005 17:38,F0,0.5,55,,37.42,-96.08,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510,19,KANSAS,October,Tornado,10/19/2005 15:42,CST,10/19/2005 15:43,F0,0.2,30,,37.52,-100.3,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200508,19,KANSAS,August,Tornado,8/19/2005 16:09,CST,8/19/2005 16:10,F0,0.5,55,,38.48,-98.2,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509,13,KANSAS,September,Tornado,9/13/2005 16:06,CST,9/13/2005 16:06,F0,6,20,,37.55,-94.85,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 16:06,CST,11/27/2005 16:13,F1,6,80,,37.58,-95.22,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 16:22,CST,11/27/2005 16:22,F0,0.2,50,,37.77,-95.12,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510,19,KANSAS,October,Tornado,10/19/2005 15:36,CST,10/19/2005 15:37,F0,0.3,30,,37.37,-100.45,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200508,19,KANSAS,August,Tornado,8/19/2005 15:04,CST,8/19/2005 15:06,F0,3,110,,38.37,-98.92,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200508,17,KANSAS,August,Tornado,8/17/2005 17:48,CST,8/17/2005 17:48,F0,0.1,20,,37.7,-98.48,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 15:21,CST,11/27/2005 15:28,F0,2,150,,39.02,-96.77,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 14:05,CST,11/27/2005 14:15,F0,0.3,100,,38.55,-96.85,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 15:15,CST,11/27/2005 15:19,F0,0.3,100,,38.98,-96.77,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 15:12,CST,11/27/2005 15:15,F1,1,200,,39.1,-96.75,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 15:32,CST,11/27/2005 15:32,F0,0.3,100,,39.3,-96.78,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 15:49,CST,11/27/2005 15:49,F0,0.3,100,,39.48,-96.77,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 14:12,CST,11/27/2005 14:40,F1,15,400,,38.63,-96.82,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 15:28,CST,11/27/2005 15:28,F0,0.3,100,,39.22,-96.72,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 14:58,CST,11/27/2005 14:58,F0,0.3,100,,38.82,-96.65,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 14:40,CST,11/27/2005 14:46,F0,5,400,,38.85,-96.83,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 15:09,CST,11/27/2005 15:12,F1,1,300,,39.07,-96.8,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 14:32,CST,11/27/2005 14:37,F0,1.5,100,,38.85,-97.02,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 14:32,CST,11/27/2005 14:43,F0,6,100,,38.58,-96.67,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 14:35,CST,11/27/2005 14:40,F0,1,100,,38.25,-95.98,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200508,19,KANSAS,August,Tornado,8/19/2005 16:05,CST,8/19/2005 16:06,F0,0.5,55,,38.48,-98.4,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 13:48,CST,11/27/2005 13:48,F0,0.1,50,,38.37,-96.98,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 13:48,CST,11/27/2005 14:02,F0,13,50,,38.37,-97.05,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 13:50,CST,11/27/2005 13:55,F0,2,50,,38.43,-96.92,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 14:04,CST,11/27/2005 14:04,F0,0.1,50,,38.52,-96.93,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511,27,KANSAS,November,Tornado,11/27/2005 14:48,CST,11/27/2005 14:48,F0,0.1,50,,37.28,-95.53,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200601,28,KANSAS,January,Tornado,1/28/2006 15:27,CST,1/28/2006 15:29,F0,0.8,75,,39.55,-97.02,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200601,28,KANSAS,January,Tornado,1/28/2006 15:53,CST,1/28/2006 15:54,F0,0.3,50,,39.67,-96.9,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,30,KANSAS,March,Tornado,3/30/2006 16:04,CST,3/30/2006 16:06,F1,2,100,,39.78,-95.78,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,30,KANSAS,March,Tornado,3/30/2006 16:06,CST,3/30/2006 16:07,F1,1,100,,39.82,-95.78,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200601,28,KANSAS,January,Tornado,1/28/2006 15:17,CST,1/28/2006 15:29,F0,4,50,,38.07,-97.33,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,12,KANSAS,March,Tornado,3/12/2006 14:20,CST,3/12/2006 14:24,F0,2,220,,38.32,-94.65,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,30,KANSAS,March,Tornado,3/30/2006 13:25,CST,3/30/2006 13:30,F0,3,50,,38.07,-97.92,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,30,KANSAS,March,Tornado,3/30/2006 14:13,CST,3/30/2006 14:18,F1,6,75,,38.45,-97.25,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,30,KANSAS,March,Tornado,3/30/2006 15:50,CST,3/30/2006 15:53,F0,2.5,50,,37.57,-95.82,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,30,KANSAS,March,Tornado,3/30/2006 17:35,CST,3/30/2006 17:55,F1,10,75,,37.67,-95.85,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,30,KANSAS,March,Tornado,3/30/2006 18:00,CST,3/30/2006 18:01,F0,0.1,50,,37.78,-95.63,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,30,KANSAS,March,Tornado,3/30/2006 18:03,CST,3/30/2006 18:04,F0,0.5,50,,37.78,-95.45,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,30,KANSAS,March,Tornado,3/30/2006 16:06,CST,3/30/2006 16:30,F2,16,125,,37.13,-95.92,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,12,KANSAS,March,Tornado,3/12/2006 8:20,CST,3/12/2006 8:22,F0,1,50,,39,-95.02,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,15,KANSAS,April,Tornado,4/15/2006 19:25,CST,4/15/2006 19:27,F0,1,75,,39.05,-94.92,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,6,KANSAS,April,Tornado,4/6/2006 18:16,CST,4/6/2006 18:22,F0,4,25,,37.03,-95.1,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,6,KANSAS,April,Tornado,4/6/2006 18:46,CST,4/6/2006 18:47,F1,1,75,,37.23,-94.63,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,15,KANSAS,April,Tornado,4/15/2006 16:48,CST,4/15/2006 16:48,F0,0.1,50,,39.48,-96.13,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,15,KANSAS,April,Tornado,4/15/2006 17:20,CST,4/15/2006 17:36,F0,10,100,,39.53,-95.82,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,6,KANSAS,April,Tornado,4/6/2006 15:03,CST,4/6/2006 15:08,F1,2.5,200,,39.07,-97.35,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,6,KANSAS,April,Tornado,4/6/2006 15:13,CST,4/6/2006 15:15,F0,1,100,,39.18,-97.25,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,6,KANSAS,April,Tornado,4/6/2006 15:14,CST,4/6/2006 15:19,F0,4,100,,39.22,-97.25,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,15,KANSAS,April,Tornado,4/15/2006 17:36,CST,4/15/2006 17:36,F0,1,100,,39.67,-95.58,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,15,KANSAS,April,Tornado,4/15/2006 17:44,CST,4/15/2006 17:49,F1,4,75,,39.7,-95.5,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,15,KANSAS,April,Tornado,4/15/2006 17:52,CST,4/15/2006 17:52,F0,0.1,50,,39.78,-95.43,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,6,KANSAS,April,Tornado,4/6/2006 15:40,CST,4/6/2006 15:52,F1,9,880,,39.37,-97.15,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,6,KANSAS,April,Tornado,4/6/2006 14:54,CST,4/6/2006 14:57,F0,2.5,200,,38.95,-97.42,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,1,KANSAS,April,Tornado,4/1/2006 19:40,CST,4/1/2006 19:55,F1,5.5,300,,37.47,-98.78,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,6,KANSAS,April,Tornado,4/6/2006 16:20,CST,4/6/2006 16:43,F2,17,440,,39.78,-96.87,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,1,KANSAS,April,Tornado,4/1/2006 19:20,CST,4/1/2006 19:40,F1,7.3,300,,37.37,-98.85,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,1,KANSAS,April,Tornado,4/1/2006 20:20,CST,4/1/2006 20:32,F2,4.9,200,,37.67,-98.63,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,15,KANSAS,April,Tornado,4/15/2006 17:40,CST,4/15/2006 17:43,F0,1,50,,39.67,-95.57,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,1,KANSAS,April,Tornado,4/1/2006 18:20,CST,4/1/2006 18:21,F0,0.3,20,,38.18,-99.12,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,6,KANSAS,April,Tornado,4/6/2006 18:08,CST,4/6/2006 18:16,F1,4,40,,37,-95.12,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,15,KANSAS,April,Tornado,4/15/2006 19:05,CST,4/15/2006 19:07,F0,1,50,,39.07,-95.08,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,15,KANSAS,April,Tornado,4/15/2006 19:20,CST,4/15/2006 19:25,F0,3,75,,39.07,-94.93,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,15,KANSAS,April,Tornado,4/15/2006 18:03,CST,4/15/2006 18:08,F0,2,50,,39.77,-95.27,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,6,KANSAS,April,Tornado,4/6/2006 14:53,CST,4/6/2006 14:54,F1,0.1,75,,38.93,-97.43,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200606,16,KANSAS,June,Tornado,6/16/2006 12:03,MST,6/16/2006 12:03,F0,0.2,10,,39.18,-101.92,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,7,KANSAS,May,Tornado,5/7/2006 17:53,CST,5/7/2006 17:58,F0,1,150,,38.13,-101.07,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,7,KANSAS,May,Tornado,5/7/2006 19:40,CST,5/7/2006 19:47,F1,2.1,150,,37.75,-100.82,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200606,16,KANSAS,June,Tornado,6/16/2006 12:19,MST,6/16/2006 12:19,F1,1,8,,39.35,-101.73,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,7,KANSAS,May,Tornado,5/7/2006 14:22,MST,5/7/2006 14:29,F0,0.6,25,,38.78,-101.58,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,7,KANSAS,May,Tornado,5/7/2006 19:47,CST,5/7/2006 19:50,F1,1.4,150,,37.73,-100.85,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,7,KANSAS,May,Tornado,5/7/2006 19:51,CST,5/7/2006 19:55,F1,1,75,,37.73,-100.85,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,26,KANSAS,May,Tornado,5/26/2006 15:55,MST,5/26/2006 15:56,F0,0.3,10,,39.32,-100.88,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,3,KANSAS,May,Tornado,5/3/2006 14:53,CST,5/3/2006 15:05,F0,4,50,,37.73,-94.7,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,3,KANSAS,May,Tornado,5/3/2006 17:09,CST,5/3/2006 17:10,F0,0.1,30,,37.6,-94.87,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200606,16,KANSAS,June,Tornado,6/16/2006 12:19,MST,6/16/2006 12:19,F1,0.7,10,,39.35,-101.72,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,7,KANSAS,May,Tornado,5/7/2006 14:12,MST,5/7/2006 14:15,F0,0.3,15,,38.88,-101.62,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,25,KANSAS,May,Tornado,5/25/2006 19:38,CST,5/25/2006 19:43,F0,0.5,50,,38.1,-100.8,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200606,17,KANSAS,June,Tornado,6/17/2006 19:21,CST,6/17/2006 19:23,F0,0.5,40,,37.53,-96.58,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200606,17,KANSAS,June,Tornado,6/17/2006 19:42,CST,6/17/2006 19:46,F0,2,50,,37.42,-96.45,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200606,22,KANSAS,June,Tornado,6/22/2006 19:04,CST,6/22/2006 19:05,F0,0.3,20,,37.93,-98.97,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200606,22,KANSAS,June,Tornado,6/22/2006 19:00,CST,6/22/2006 19:01,F0,0.3,20,,37.23,-100.93,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200608,25,KANSAS,August,Tornado,8/25/2006 18:28,CST,8/25/2006 18:29,F0,0.5,30,,38.78,-98.17,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200607,11,KANSAS,July,Tornado,7/11/2006 14:06,MST,7/11/2006 14:11,F0,0.4,10,,38.53,-101.57,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200606,16,KANSAS,June,Tornado,6/16/2006 17:22,CST,6/16/2006 17:23,F0,0.3,20,,38.6,-99.75,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200606,3,KANSAS,June,Tornado,6/3/2006 13:30,MST,6/3/2006 13:31,F0,0.3,10,,38.82,-101.83,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200609,21,KANSAS,September,Tornado,9/21/2006 15:03,CST,9/21/2006 15:18,F0,6,50,,39.48,-98.1,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200609,21,KANSAS,September,Tornado,9/21/2006 14:16,CST,9/21/2006 14:40,F0,15,300,,39.22,-98.15,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200609,21,KANSAS,September,Tornado,9/21/2006 14:36,CST,9/21/2006 14:45,F0,6,100,,39.42,-98.2,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200609,15,KANSAS,September,Tornado,9/15/2006 21:54,CST,9/15/2006 21:56,F0,0.3,20,,37.67,-99.4,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200608,7,KANSAS,August,Tornado,8/7/2006 16:49,MST,8/7/2006 16:59,F1,5,25,,39.37,-101.05,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200609,21,KANSAS,September,Tornado,9/21/2006 15:30,CST,9/21/2006 15:31,F0,0.1,30,,38.97,-97.78,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200609,21,KANSAS,September,Tornado,9/21/2006 15:55,CST,9/21/2006 15:56,F0,0.1,30,,39.18,-97.72,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200609,21,KANSAS,September,Tornado,9/21/2006 12:53,CST,9/21/2006 13:04,F1,6,75,,38.82,-98.93,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200609,21,KANSAS,September,Tornado,9/21/2006 14:13,CST,9/21/2006 14:16,F0,2,35,,39.17,-98.08,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200609,21,KANSAS,September,Tornado,9/21/2006 15:16,CST,9/21/2006 15:17,F0,0.3,35,,39.18,-98,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200609,15,KANSAS,September,Tornado,9/15/2006 19:17,CST,9/15/2006 19:21,F0,0.6,20,,37.07,-99.9,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200608,19,KANSAS,August,Tornado,8/19/2006 18:22,CST,8/19/2006 18:24,F0,0.2,20,,38.87,-99.27,PDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200610,26,KANSAS,October,Tornado,10/26/2006 15:46,CST-6,10/26/2006 15:47,F0,0.2,20,,37.48,-99.79,CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200610,26,KANSAS,October,Tornado,10/26/2006 15:52,CST-6,10/26/2006 15:56,F0,0.5,20,,37.4,-100.01,CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200610,26,KANSAS,October,Tornado,10/26/2006 15:53,CST-6,10/26/2006 15:56,F0,0.3,30,,37.48,-99.79,CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200610,26,KANSAS,October,Tornado,10/26/2006 15:55,CST-6,10/26/2006 16:05,F0,2.6,40,,37.55,-101.41,CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200610,26,KANSAS,October,Tornado,10/26/2006 15:55,CST-6,10/26/2006 16:02,F0,1.5,1760,,37.55,-99.81,CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
